original_path,status,reason,bytes,sha256,archive_path
2.Source Code/produced_graph/leave_area_out_10pct_metrics.csv,archive,Superseded spatial protocol; current SI Table 3 uses strict temporal LOCO/fivefold,402,b9c4bb36ea5862fd3c390440f312e7f73a84c833f9bc1b78f520502312320003,0.Archived/2026-09-08_obsolete_presentation/2.Source Code/produced_graph/leave_area_out_10pct_metrics.csv
2.Source Code/produced_graph/leave_area_out_10pct_nowcasting_predictions.csv,archive,Superseded spatial protocol; current SI Table 3 uses strict temporal LOCO/fivefold,108510,6251ba196d175b5247addd869cb2fac3e61f7ff24b02269f6e6f22f2c8acff54,0.Archived/2026-09-08_obsolete_presentation/2.Source Code/produced_graph/leave_area_out_10pct_nowcasting_predictions.csv
2.Source Code/produced_graph/leave_area_out_10pct_sample.csv,archive,Superseded spatial protocol; current SI Table 3 uses strict temporal LOCO/fivefold,1028,b9cd7f069330ed5cdd0991ebe2c4b5a04d8ae418b1bc155010a1cb7d919f06b7,0.Archived/2026-09-08_obsolete_presentation/2.Source Code/produced_graph/leave_area_out_10pct_sample.csv
2.Source Code/produced_graph/leave_area_out_10pct_source_audit.csv,archive,Superseded spatial protocol; current SI Table 3 uses strict temporal LOCO/fivefold,5170,77aea9509465abf6201e70a89f7bc4f46fd8f19233d035eb20fca4e9f786ca1f,0.Archived/2026-09-08_obsolete_presentation/2.Source Code/produced_graph/leave_area_out_10pct_source_audit.csv
2.Source Code/produced_graph/leave_area_out_20pct_fivefold_area_folds.csv,retain_lineage,"Current figure/table source, companion export, or complete audit/hash-bound dependency family",4812,3807f88f64d1d1726c2bff74d09458cf71a807e59b966931208e53d074808685,
2.Source Code/produced_graph/leave_area_out_20pct_fivefold_fold_metrics.csv,retain_lineage,"Current figure/table source, companion export, or complete audit/hash-bound dependency family",1786,1e9f6ea2e21b869488815afbb4bb9c86609fc6945a5c62a478e15b35ed02309d,
2.Source Code/produced_graph/leave_area_out_20pct_fivefold_forecasting_predictions.csv,retain_lineage,"Current figure/table source, companion export, or complete audit/hash-bound dependency family",179613,9612d8d9077f39801df0b461862e93502c7b8cfeecdbc3317f15793158342944,
2.Source Code/produced_graph/leave_area_out_20pct_fivefold_metrics.csv,retain_lineage,"Current figure/table source, companion export, or complete audit/hash-bound dependency family",998,031f4328ea982c8197439fa67c4948352112a286d444b37d56149d655b2fac8d,
2.Source Code/produced_graph/leave_area_out_20pct_fivefold_nowcasting_predictions.csv,retain_lineage,"Current figure/table source, companion export, or complete audit/hash-bound dependency family",384267,bd30b53cf90318f0c83e14ed880b8ff3b587221dbbc03c868077c2c520e49fda,
2.Source Code/produced_graph/leave_area_out_20pct_fivefold_source_audit.csv,retain_lineage,"Current figure/table source, companion export, or complete audit/hash-bound dependency family",5601,8a687c62b52cd792b2739583c1ffc2704a1dd77f1bd6611a81809cd28ddaad0d,
2.Source Code/produced_graph/leave_area_out_20pct_random_cv_area_folds.csv,archive,Superseded spatial protocol; current SI Table 3 uses strict temporal LOCO/fivefold,8914,d5ac6c92d82d522b06bf1bd6442a02ed6b936d2f23ddde6b4acd2ddd8b075a1a,0.Archived/2026-09-08_obsolete_presentation/2.Source Code/produced_graph/leave_area_out_20pct_random_cv_area_folds.csv
2.Source Code/produced_graph/leave_area_out_20pct_random_cv_fold_metrics.csv,archive,Superseded spatial protocol; current SI Table 3 uses strict temporal LOCO/fivefold,1735,bb22e2f4ab7d7b129bd8de39736451f5784b0077a004295e6aceeea9bee38ca6,0.Archived/2026-09-08_obsolete_presentation/2.Source Code/produced_graph/leave_area_out_20pct_random_cv_fold_metrics.csv
2.Source Code/produced_graph/leave_area_out_20pct_random_cv_forecasting_predictions.csv,archive,Superseded spatial protocol; current SI Table 3 uses strict temporal LOCO/fivefold,838796,aa356cd6f546557f59c512252e82699c8f60c5ed875eadfcf863cc6160360c09,0.Archived/2026-09-08_obsolete_presentation/2.Source Code/produced_graph/leave_area_out_20pct_random_cv_forecasting_predictions.csv
2.Source Code/produced_graph/leave_area_out_20pct_random_cv_metrics.csv,archive,Superseded spatial protocol; current SI Table 3 uses strict temporal LOCO/fivefold,837,50010b792a7a427f99e1eb6a1b17ff7f3219a88990525614dbe94927140692c8,0.Archived/2026-09-08_obsolete_presentation/2.Source Code/produced_graph/leave_area_out_20pct_random_cv_metrics.csv
2.Source Code/produced_graph/leave_area_out_20pct_random_cv_nowcasting_predictions.csv,archive,Superseded spatial protocol; current SI Table 3 uses strict temporal LOCO/fivefold,1808891,906fe6dbf6ce10902dab719ab3ba1ef693c0b200529b749d3665ad4eb5c88d92,0.Archived/2026-09-08_obsolete_presentation/2.Source Code/produced_graph/leave_area_out_20pct_random_cv_nowcasting_predictions.csv
2.Source Code/produced_graph/leave_area_out_20pct_random_cv_source_audit.csv,archive,Superseded spatial protocol; current SI Table 3 uses strict temporal LOCO/fivefold,5140,c2e76436ec597395a2ced90ddcdd8835010fe159623b88fb0587f370fa8c735a,0.Archived/2026-09-08_obsolete_presentation/2.Source Code/produced_graph/leave_area_out_20pct_random_cv_source_audit.csv
2.Source Code/produced_graph/leave_one_country_out_country_metrics.csv,archive,Superseded spatial protocol; current SI Table 3 uses strict temporal LOCO/fivefold,4954,0630fd16567c1689e26aadf66adae471eca473a833ae1dc2e8c77b44a2e7477f,0.Archived/2026-09-08_obsolete_presentation/2.Source Code/produced_graph/leave_one_country_out_country_metrics.csv
2.Source Code/produced_graph/leave_one_country_out_forecasting_predictions.csv,archive,Superseded spatial protocol; current SI Table 3 uses strict temporal LOCO/fivefold,625698,8014edf0b9ae6f778dbe1054fffcef7b88e6801bb3fdfa60e4de6c71270c8939,0.Archived/2026-09-08_obsolete_presentation/2.Source Code/produced_graph/leave_one_country_out_forecasting_predictions.csv
2.Source Code/produced_graph/leave_one_country_out_micro_metrics.csv,archive,Superseded spatial protocol; current SI Table 3 uses strict temporal LOCO/fivefold,134,64dbae3ae190b2ef9887614f763e585ef3cd226ac556daf4e590e26503849ff9,0.Archived/2026-09-08_obsolete_presentation/2.Source Code/produced_graph/leave_one_country_out_micro_metrics.csv
2.Source Code/produced_graph/leave_one_country_out_nowcasting_predictions.csv,archive,Superseded spatial protocol; current SI Table 3 uses strict temporal LOCO/fivefold,1039165,37d339f63b17fc9b1c5d930baeb2cdb06b4e59ff7acb3b02c3cd5c42053b84cc,0.Archived/2026-09-08_obsolete_presentation/2.Source Code/produced_graph/leave_one_country_out_nowcasting_predictions.csv
2.Source Code/produced_graph/leave_one_country_out_source_audit.csv,archive,Superseded spatial protocol; current SI Table 3 uses strict temporal LOCO/fivefold,32806,3a3a1f584e308dfa4831e715d8d9e8968a7b8e21ca948c5662a5fac47fb23628,0.Archived/2026-09-08_obsolete_presentation/2.Source Code/produced_graph/leave_one_country_out_source_audit.csv
2.Source Code/produced_graph/main_result_figure1_v1.csv,retain_lineage,"Current figure/table source, companion export, or complete audit/hash-bound dependency family",816,6b12e9370ccdf57f91a1430eb417b277cca2128691fd6f7e69c2ca13bf6fbc92,
2.Source Code/produced_graph/main_result_figure1_v1.json,retain_lineage,"Current figure/table source, companion export, or complete audit/hash-bound dependency family",4620,b98f9e3050e71c1c5cc432b02eb04390bed10f87b5e9c1b90584a63f055768a9,
2.Source Code/produced_graph/multinomial_baseline_forecasting_predictions.csv,retain_lineage,"Current figure/table source, companion export, or complete audit/hash-bound dependency family",48582,8997c63805b5bf65a127a3c15b194e432cbb50ccf29ede212ece6c0c77a22a86,
2.Source Code/produced_graph/multinomial_baseline_metrics.csv,retain_lineage,"Current figure/table source, companion export, or complete audit/hash-bound dependency family",1779,e77c3a5883b49af351f6fee1fbb7b65ef22b2e85d6ee9eae7cb9570d04323aec,
2.Source Code/produced_graph/multinomial_baseline_nowcasting_predictions.csv,retain_lineage,"Current figure/table source, companion export, or complete audit/hash-bound dependency family",47412,b025ddc92a0751837d3cee45d8a23670677ae96c3def232f608235b383df4af8,
2.Source Code/produced_graph/multinomial_baseline_source_audit.csv,retain_lineage,"Current figure/table source, companion export, or complete audit/hash-bound dependency family",2226,f2a1228f3ad995d8d81a8f2c047689da64f5a7463dadd4c130e62cf38fe911e0,
2.Source Code/produced_graph/nature_style_comparison_yellow_fit_textR2.jpg,retain_lineage,"Current figure/table source, companion export, or complete audit/hash-bound dependency family",421696,02cf4187a6ce6c915e57a1095a3c21a294b8c2da6b9d05c56510d3e7a603c0ff,
2.Source Code/produced_graph/persistence_baseline_forecasting_predictions.csv,retain_lineage,"Current figure/table source, companion export, or complete audit/hash-bound dependency family",111687,d7d809ea86611e65199fbfd4ddc5eb0c4e35ad1cc1d16e403a61a3accda2084d,
2.Source Code/produced_graph/persistence_baseline_metrics.csv,retain_lineage,"Current figure/table source, companion export, or complete audit/hash-bound dependency family",1696,508dae9f3242247a1bf73f8f30b9d3620afe72afd237deaa625951a5c2ddb6a2,
2.Source Code/produced_graph/persistence_baseline_nowcasting_predictions.csv,retain_lineage,"Current figure/table source, companion export, or complete audit/hash-bound dependency family",109130,4eb92511a6c2f1b6902a2ffad58f4616cbf2167f9cc59808530b419ce62d62e2,
2.Source Code/produced_graph/persistence_baseline_source_audit.csv,retain_lineage,"Current figure/table source, companion export, or complete audit/hash-bound dependency family",7261,d05a1f2fcce5511dd664bc84d98e561b155ddf13f7d286c97255d35763a46256,
2.Source Code/produced_graph/phase2plus_actual_vs_predicted_forecasting_nowcasting.jpg,archive,Unselected presentation variant; supporting current tables/three-model grid retained,176041,b1c7b8215095495993c2050e86be32d1caf09ca739076c0a31bc3f9892e67f97,0.Archived/2026-09-08_obsolete_presentation/2.Source Code/produced_graph/phase2plus_actual_vs_predicted_forecasting_nowcasting.jpg
2.Source Code/produced_graph/phase2plus_actual_vs_predicted_forecasting_nowcasting.pdf,archive,Unselected presentation variant; supporting current tables/three-model grid retained,29165,0e85e633364f45d6a6a34fed67a35d4eedf2c0fa70e54630cd0e8d7e119aec73,0.Archived/2026-09-08_obsolete_presentation/2.Source Code/produced_graph/phase2plus_actual_vs_predicted_forecasting_nowcasting.pdf
2.Source Code/produced_graph/phase2plus_actual_vs_predicted_forecasting_nowcasting.png,archive,Unselected presentation variant; supporting current tables/three-model grid retained,292965,95e0c14b424447732c4567b77c3a3093b139182c5be9df8e10c673378ee411dc,0.Archived/2026-09-08_obsolete_presentation/2.Source Code/produced_graph/phase2plus_actual_vs_predicted_forecasting_nowcasting.png
2.Source Code/produced_graph/phase3plus_precision_recall_simple_baseline_comparison.jpg,retain_lineage,"Current figure/table source, companion export, or complete audit/hash-bound dependency family",217609,d39950f82981c1c67d712519955d7cd0fb28630384fc880761b06683b6ff3b9f,
2.Source Code/produced_graph/phase3plus_precision_recall_simple_baseline_comparison.pdf,retain_lineage,"Current figure/table source, companion export, or complete audit/hash-bound dependency family",19217,a2eab9c4024b00b923af8b3ea7c02476bd5c4f04fa08e81f2dbcef59da8173c6,
2.Source Code/produced_graph/phase3plus_precision_recall_simple_baseline_comparison.png,retain_lineage,"Current figure/table source, companion export, or complete audit/hash-bound dependency family",141940,d8deba46f9e4a6a61bd21b4eb988784a0629ae6dfd68ba6eefcbbe855dbe766e,
2.Source Code/produced_graph/phase4plus_actual_vs_predicted_forecasting_nowcasting.jpg,archive,Unselected presentation variant; supporting current tables/three-model grid retained,153452,c9d3c9979c4b2d383b4836ed0993439a2a567030d6d42878cb1d1d5191b09b6a,0.Archived/2026-09-08_obsolete_presentation/2.Source Code/produced_graph/phase4plus_actual_vs_predicted_forecasting_nowcasting.jpg
2.Source Code/produced_graph/phase4plus_actual_vs_predicted_forecasting_nowcasting.pdf,archive,Unselected presentation variant; supporting current tables/three-model grid retained,26583,b14d2be31115c44f686222d4f7ad5cd51385fa5e73c5bacc2102abd9bd491889,0.Archived/2026-09-08_obsolete_presentation/2.Source Code/produced_graph/phase4plus_actual_vs_predicted_forecasting_nowcasting.pdf
2.Source Code/produced_graph/phase4plus_actual_vs_predicted_forecasting_nowcasting.png,archive,Unselected presentation variant; supporting current tables/three-model grid retained,164478,d8bdfdab132d12aa46648124a812e5522eb49fd0cf5a5f4096eb40db13cba2fc,0.Archived/2026-09-08_obsolete_presentation/2.Source Code/produced_graph/phase4plus_actual_vs_predicted_forecasting_nowcasting.png
2.Source Code/produced_graph/phase5_actual_vs_predicted_forecasting_nowcasting.jpg,archive,Unselected presentation variant; supporting current tables/three-model grid retained,150017,decba37d8828ad13147dc6a12186c255f6fee979566ebcffd85d00cf639cf07c,0.Archived/2026-09-08_obsolete_presentation/2.Source Code/produced_graph/phase5_actual_vs_predicted_forecasting_nowcasting.jpg
2.Source Code/produced_graph/phase5_actual_vs_predicted_forecasting_nowcasting.pdf,archive,Unselected presentation variant; supporting current tables/three-model grid retained,20234,07bc3cbcbd45de5f9c2f4e5d0c327136a4db2a024985460a7130efe9020f975f,0.Archived/2026-09-08_obsolete_presentation/2.Source Code/produced_graph/phase5_actual_vs_predicted_forecasting_nowcasting.pdf
2.Source Code/produced_graph/phase5_actual_vs_predicted_forecasting_nowcasting.png,archive,Unselected presentation variant; supporting current tables/three-model grid retained,120044,e8767ccfe290f0736e64b788ead308e2f8f392c65ae73c7605c3fd49ec16217f,0.Archived/2026-09-08_obsolete_presentation/2.Source Code/produced_graph/phase5_actual_vs_predicted_forecasting_nowcasting.png
2.Source Code/produced_graph/phase_cumulative_actual_vs_predicted_forecasting_nowcasting_contemporaneous.jpg,retain_lineage,"Current figure/table source, companion export, or complete audit/hash-bound dependency family",600405,620e672b21f22893c0685158a7767e2793ae917edbe65a134fdb0be78326e49f,
2.Source Code/produced_graph/phase_cumulative_actual_vs_predicted_forecasting_nowcasting_contemporaneous.pdf,retain_lineage,"Current figure/table source, companion export, or complete audit/hash-bound dependency family",106013,59c938b968a4721c4e569a3ee82834f48a59f875b5f306897972280240cc0618,
2.Source Code/produced_graph/phase_cumulative_actual_vs_predicted_forecasting_nowcasting_contemporaneous.png,retain_lineage,"Current figure/table source, companion export, or complete audit/hash-bound dependency family",1045784,b995c3637e99b878a4212bce692ca4c070ae84ba12dad6a1c195a1997de5f5fb,
2.Source Code/produced_graph/phase_cumulative_scatter_metrics.csv,retain_lineage,"Current figure/table source, companion export, or complete audit/hash-bound dependency family",516,6a2a107a75e0be5c61ab80b96916aee74ea367edf405ced39d82d69057792343,
2.Source Code/produced_graph/phase_cumulative_scatter_predictions.csv,retain_lineage,"Current figure/table source, companion export, or complete audit/hash-bound dependency family",425504,854a5e35b2b18da0754b361561d815c9819a79a40714b1dbda1b1933c0533828,
2.Source Code/produced_graph/phase_cumulative_scatter_source_audit.csv,retain_lineage,"Current figure/table source, companion export, or complete audit/hash-bound dependency family",7314,7ac26eea4bb443e7e6757b768f0394670f0b67193155535f067b4f216a663a47,
2.Source Code/produced_graph/phase_cumulative_three_model_scatter_metrics.csv,retain_lineage,"Current figure/table source, companion export, or complete audit/hash-bound dependency family",1630,4670c6b86ac8e66f40fda9dd3b7c769986f1fab55e46a123d2d8b4c190e766e5,
2.Source Code/produced_graph/phase_cumulative_three_model_scatter_predictions.csv,retain_lineage,"Current figure/table source, companion export, or complete audit/hash-bound dependency family",2664019,69d91305d742b8a2364d05ce19592c644fb55d00c2fead60d5c606f51e4931ed,
2.Source Code/produced_graph/precision_recall_accuracy_p3r2_leave_area_out_10pct.jpg,archive,Unselected presentation variant; supporting current tables/three-model grid retained,103201,c5d207ebc01359e6d29b250c4ed147c3fae1bad1b6d5dd54495d715072b7bce3,0.Archived/2026-09-08_obsolete_presentation/2.Source Code/produced_graph/precision_recall_accuracy_p3r2_leave_area_out_10pct.jpg
2.Source Code/produced_graph/precision_recall_accuracy_p3r2_leave_area_out_10pct.pdf,archive,Unselected presentation variant; supporting current tables/three-model grid retained,19640,217035c68f71d5159a43ad9ba821cad4ed93621af3141ce6b5c9ce9535ec31b4,0.Archived/2026-09-08_obsolete_presentation/2.Source Code/produced_graph/precision_recall_accuracy_p3r2_leave_area_out_10pct.pdf
2.Source Code/produced_graph/precision_recall_accuracy_p3r2_leave_area_out_10pct.png,archive,Unselected presentation variant; supporting current tables/three-model grid retained,108014,7d4e6147c3a4a970b0c4a6a38ad03d62ca766d41e6b6a40b19110e9d08f93baa,0.Archived/2026-09-08_obsolete_presentation/2.Source Code/produced_graph/precision_recall_accuracy_p3r2_leave_area_out_10pct.png
2.Source Code/produced_graph/precision_recall_accuracy_p3r2_spatial_feature_comparison.jpg,retain_lineage,"Current figure/table source, companion export, or complete audit/hash-bound dependency family",460796,89041e591bb5385ea7973406ce40d29514cce991cf330bc40cf5c63a01311996,
2.Source Code/produced_graph/precision_recall_accuracy_p3r2_spatial_feature_comparison.pdf,retain_lineage,"Current figure/table source, companion export, or complete audit/hash-bound dependency family",31676,1dc8116b0dacc584437e9cd1cb6b8da456322e1031e419fca7b860b463e6ebbe,
2.Source Code/produced_graph/precision_recall_accuracy_p3r2_spatial_feature_comparison.png,retain_lineage,"Current figure/table source, companion export, or complete audit/hash-bound dependency family",387199,d29d9fa1e5b13a5b0e92dd33b11511b105c677956f4df22d3353b6aed686528a,
2.Source Code/produced_graph/precision_recall_scatter.jpg,retain_lineage,"Current figure/table source, companion export, or complete audit/hash-bound dependency family",79225,2fe3dc7dac3ee5355aeebbbb1e7cf44040a03f9226fe80a8ceb104a0d207161b,
2.Source Code/produced_graph/precision_recall_scatter_leave_one_country_out.jpg,archive,Unselected presentation variant; supporting current tables/three-model grid retained,146943,0a0d9e3a698f634258b8b40e2afd5374d66b93e9c14d9479b2d0362e1a0f37de,0.Archived/2026-09-08_obsolete_presentation/2.Source Code/produced_graph/precision_recall_scatter_leave_one_country_out.jpg
2.Source Code/produced_graph/precision_recall_scatter_leave_one_country_out.pdf,archive,Unselected presentation variant; supporting current tables/three-model grid retained,24006,604d336f07f4d33c95220d8906ee5db6bffa8d150b6a80bd524476a2c1039738,0.Archived/2026-09-08_obsolete_presentation/2.Source Code/produced_graph/precision_recall_scatter_leave_one_country_out.pdf
2.Source Code/produced_graph/precision_recall_scatter_leave_one_country_out.png,archive,Unselected presentation variant; supporting current tables/three-model grid retained,156374,fe667ed1169eae6fb377eb834ef619b6e6f0ef93b5defb0bc306455770fabdc6,0.Archived/2026-09-08_obsolete_presentation/2.Source Code/produced_graph/precision_recall_scatter_leave_one_country_out.png
2.Source Code/produced_graph/precision_recall_scatter_with_multinomial_baselines.jpg,archive,Unselected presentation variant; supporting current tables/three-model grid retained,180660,0487d85e1f6ba4b2c2361c81ae1dee98718038500459b6379a80347c2bbf1882,0.Archived/2026-09-08_obsolete_presentation/2.Source Code/produced_graph/precision_recall_scatter_with_multinomial_baselines.jpg
2.Source Code/produced_graph/precision_recall_scatter_with_multinomial_baselines.pdf,archive,Unselected presentation variant; supporting current tables/three-model grid retained,15583,c367ab4deb24c65ea3f7e5b90f95c2f7b050980e77d67c42ccd601124d42ba95,0.Archived/2026-09-08_obsolete_presentation/2.Source Code/produced_graph/precision_recall_scatter_with_multinomial_baselines.pdf
2.Source Code/produced_graph/precision_recall_scatter_with_multinomial_baselines.png,archive,Unselected presentation variant; supporting current tables/three-model grid retained,201816,4355c96a139d92b2483efa7f216fe8449d1a7e89ae3922cffa3faf4acd05537d,0.Archived/2026-09-08_obsolete_presentation/2.Source Code/produced_graph/precision_recall_scatter_with_multinomial_baselines.png
2.Source Code/produced_graph/precision_recall_scatter_with_persistence_baselines.jpg,archive,Unselected presentation variant; supporting current tables/three-model grid retained,168558,e13b91c624bb7dfcea7d4807b7f401ab9cf98aeda863172922d1d8a5ca8965f1,0.Archived/2026-09-08_obsolete_presentation/2.Source Code/produced_graph/precision_recall_scatter_with_persistence_baselines.jpg
2.Source Code/produced_graph/precision_recall_scatter_with_persistence_baselines.pdf,archive,Unselected presentation variant; supporting current tables/three-model grid retained,15300,18ed5cc16e05826ef94021f04cee57f0c12ad22da8b98b32d98f12f25d0ae0d6,0.Archived/2026-09-08_obsolete_presentation/2.Source Code/produced_graph/precision_recall_scatter_with_persistence_baselines.pdf
2.Source Code/produced_graph/precision_recall_scatter_with_persistence_baselines.png,archive,Unselected presentation variant; supporting current tables/three-model grid retained,188321,a53ee1d5c1e664e3e679067b4824d414d4bdec8f70923b5628e84c8e57794d42,0.Archived/2026-09-08_obsolete_presentation/2.Source Code/produced_graph/precision_recall_scatter_with_persistence_baselines.png
2.Source Code/produced_graph/response_table_r1_macro_metrics.csv,retain_lineage,"Current figure/table source, companion export, or complete audit/hash-bound dependency family",1832,a80dd1e18ffdbcfb4f11378a652a922e12f07eec7bd75a5ddcd387c000df7e72,
2.Source Code/produced_graph/sample_imbalance_area_frequency.csv,retain_lineage,"Current figure/table source, companion export, or complete audit/hash-bound dependency family",404,775947069f08d222fba53aebf6b797a2a6da50a26c2896d42b555daa9ef279a0,
2.Source Code/produced_graph/sample_imbalance_area_frequency.pdf,retain_lineage,"Current figure/table source, companion export, or complete audit/hash-bound dependency family",15010,cc8ffd53e20a7919f526e0f17b7065230d388ff390099b22fefd9615cec7d747,
2.Source Code/produced_graph/sample_imbalance_area_frequency.png,retain_lineage,"Current figure/table source, companion export, or complete audit/hash-bound dependency family",116889,0acc460b75d4e619acfd656b1579c55c5db9bdcecf8533d5ec4d8f1887d13d07,
2.Source Code/produced_graph/selected_figure1_repeated_area_refit_metrics.csv,retain_lineage,"Current figure/table source, companion export, or complete audit/hash-bound dependency family",5260,665d3be020250efd73305a541f351aa60299863275fff0c15cc4b0daf4fed532,
2.Source Code/produced_graph/sensitivity_precision_threshold.jpg,archive,Uncited legacy output; no current computational reader found,122869,d709c886c4bbe4040765f79d9807450aea2345f2783cad4bc6ab889446eb0762,0.Archived/2026-09-08_obsolete_presentation/2.Source Code/produced_graph/sensitivity_precision_threshold.jpg
2.Source Code/produced_graph/shap_values_forecasting_bar_phase3_phase4.jpg,archive,Uncited legacy output; no current computational reader found,140406,d4c83d8ef3c100a81a8930e7c404b0fdb1610e35955f7afd03260e79dcfa5e1e,0.Archived/2026-09-08_obsolete_presentation/2.Source Code/produced_graph/shap_values_forecasting_bar_phase3_phase4.jpg
2.Source Code/produced_graph/shap_values_forecasting_phase3_phase4.jpg,archive,Uncited legacy output; no current computational reader found,445747,14de9ae1de831dad0c6d7565da10cd86ec734d6e86eb3ca3351ee2278fcb4d73,0.Archived/2026-09-08_obsolete_presentation/2.Source Code/produced_graph/shap_values_forecasting_phase3_phase4.jpg
2.Source Code/produced_graph/shap_values_forecasting_phase3_phase4_colored.jpg,retain_uncertain,Current Figure 2/3 notebook output; exact lineage to renamed writing artwork unresolved,472748,d19354363a58770f39d2b25cccef5eb3c9aa3e62f02afee95019338f45069dc6,
2.Source Code/produced_graph/shap_values_grouped_horizontal_bars.jpg,retain_uncertain,Current Figure 2/3 notebook output; exact lineage to renamed writing artwork unresolved,302231,2eecf148fbcc1107c579c2bf9d5a8fc5187993554afb406b8eb6d66ed5ba29ad,
2.Source Code/produced_graph/shap_values_grouped_horizontal_bars_nowcasting.jpg,retain_uncertain,Current Figure 2/3 notebook output; exact lineage to renamed writing artwork unresolved,285854,3a66ec2d3e75db3919fc38a3e64771809b9d9a09c44bc538b8112395fc4ddc02,
2.Source Code/produced_graph/shap_values_nowcasting_bar_phase3_phase4.jpg,archive,Uncited legacy output; no current computational reader found,135829,379ec93d1a29423db017e60d7bb2a8d8ec3fc7386716a05a837387df09d1aef6,0.Archived/2026-09-08_obsolete_presentation/2.Source Code/produced_graph/shap_values_nowcasting_bar_phase3_phase4.jpg
2.Source Code/produced_graph/shap_values_nowcasting_bar_phase3_phase4_L1.jpg,retain_uncertain,Current Figure 2/3 notebook output; exact lineage to renamed writing artwork unresolved,142716,fd4983a11214e9c455ef859ef75e8af2ff1beaab25fd653a7f1d698a4f2251ca,
2.Source Code/produced_graph/shap_values_nowcasting_bar_phase3_phase4_L2.jpg,archive,Uncited legacy output; no current computational reader found,138789,725f946d7499156c373ca09712cee084977571a6b1b811eb24068eb48e207dbf,0.Archived/2026-09-08_obsolete_presentation/2.Source Code/produced_graph/shap_values_nowcasting_bar_phase3_phase4_L2.jpg
2.Source Code/produced_graph/shap_values_nowcasting_phase3_phase4.jpg,archive,Uncited legacy output; no current computational reader found,415072,5c05e42a336bb28c98951cbf33014ae6c9ba225a7ed37a83b7bb5b768b1b08c3,0.Archived/2026-09-08_obsolete_presentation/2.Source Code/produced_graph/shap_values_nowcasting_phase3_phase4.jpg
2.Source Code/produced_graph/shap_values_nowcasting_phase3_phase4_L1.jpg,retain_uncertain,Current Figure 2/3 notebook output; exact lineage to renamed writing artwork unresolved,481348,32ab46503b5a7f99b88786278ca37d3676fa8965d762de9bad351fd55cc7a2b5,
2.Source Code/produced_graph/shap_values_nowcasting_phase3_phase4_L2.jpg,archive,Uncited legacy output; no current computational reader found,482339,c2416b233973be6df3de638652756f0ad379b1028bcad971f6f8be55b381edd3,0.Archived/2026-09-08_obsolete_presentation/2.Source Code/produced_graph/shap_values_nowcasting_phase3_phase4_L2.jpg
2.Source Code/produced_graph/shap_values_nowcasting_phase3_phase4_colored.jpg,retain_uncertain,Current Figure 2/3 notebook output; exact lineage to renamed writing artwork unresolved,448224,0f0b9130d2056aec2030764da8a1a7dec3e8288947cfead01d7e97aedf90933a,
2.Source Code/produced_graph/simple_baseline_comparison_feature_manifest.csv,retain_lineage,"Current figure/table source, companion export, or complete audit/hash-bound dependency family",140007,f44dd4659647a8afa8ddb491effe8f7692d0262d5dbf10f5a8eb03c3e89d4e17,
2.Source Code/produced_graph/simple_baseline_comparison_metrics.csv,retain_lineage,"Current figure/table source, companion export, or complete audit/hash-bound dependency family",3845,d7f6dc6eae93b1db5a52c7f624c91ea96af1d3f6dcba90a4666d9354b35ddcdb,
2.Source Code/produced_graph/simple_baseline_comparison_model_audit.csv,retain_lineage,"Current figure/table source, companion export, or complete audit/hash-bound dependency family",5578,beeb3249779b459f5043bfb1b9d380969e82d1640e5372c829800e8965c02297,
2.Source Code/produced_graph/simple_baseline_comparison_predictions.csv,retain_lineage,"Current figure/table source, companion export, or complete audit/hash-bound dependency family",2884194,05cb67ab4f39a7e75751926c30cb6181301e6232e29b424bb9eaa740eb36ae16,
2.Source Code/produced_graph/simple_baseline_comparison_source_audit.csv,retain_lineage,"Current figure/table source, companion export, or complete audit/hash-bound dependency family",8029,1ec4b3d7b9a25eab79edf23edf12d05c21ed34130aebec5a67a2e4b199b80647,
2.Source Code/produced_graph/spatial_feature_comparison_feature_manifest.csv,retain_lineage,"Current figure/table source, companion export, or complete audit/hash-bound dependency family",24758,8fda463a21cdd6a90ee502df0a986a722c3a08b38ba5bf57264d51067a91a37c,
2.Source Code/produced_graph/spatial_feature_comparison_metrics.csv,retain_lineage,"Current figure/table source, companion export, or complete audit/hash-bound dependency family",7431,8d307c4e1bf479b4e7fec193ada011366362221a13a9b7f0ab4cc950b8b167d6,
2.Source Code/produced_graph/spatial_feature_comparison_predictions.csv,retain_lineage,"Current figure/table source, companion export, or complete audit/hash-bound dependency family",10878193,6bc28fe3f2bd438c3a95a07ea5ac73d053c050f35daa3902f6fe411cfcd9fbc3,
2.Source Code/produced_graph/spatial_feature_comparison_source_audit.csv,retain_lineage,"Current figure/table source, companion export, or complete audit/hash-bound dependency family",39244,926d10294ffb0c6781b3cd293fbe52b0e9d72b44bde547353389da76ab1354cf,
2.Source Code/produced_graph/spatial_feature_comparison_weight_diagnostics.csv,retain_lineage,"Current figure/table source, companion export, or complete audit/hash-bound dependency family",528487,9cd1e5bb31cd394e5e878342a58589d92fd2fc846d1682d00cb399b6696bcf09,
2.Source Code/produced_graph/spatial_feature_interpolation_audit.csv.gz,retain_lineage,"Current figure/table source, companion export, or complete audit/hash-bound dependency family",79526024,c6769b453538c19be0745e66772ad7c794960eb2c77e96e914d35a422f8e39b4,
